,eccentricity,argument of perigee,inclination,mean anomaly,Brouwer mean motion,right ascension
55:08.5,0.000812,1.972574611,1.60606245,-1.968972252,0.063392723,2.884755237
09:05.9,0.0008148,1.94895158,1.60606245,-1.945328276,0.063392723,2.88707827
57:46.1,0.0008196,1.905012916,1.60606245,-1.901356451,0.063392723,2.891434612
23:25.0,0.0008248,1.849258373,1.606064195,-1.845563511,0.063392723,2.896953343
12:05.2,0.0008287,1.804832762,1.606064195,-1.80111172,0.063392723,2.901307939
00:45.4,0.0008317,1.761349629,1.606064195,-1.757607643,0.063392723,2.905664281
49:25.6,0.0008343,1.717796683,1.606064195,-1.714037244,0.063392728,2.910020623
38:05.8,0.000836,1.674271662,1.60606594,-1.670501751,0.063392728,2.914376965
47:31.3,0.0008373,1.633718937,1.60606594,-1.629942044,0.063392731,2.918443582
17:42.2,0.0008371,1.59564807,1.60606594,-1.591867687,0.063392735,2.922218729
50:08.9,0.0008371,1.566638953,1.606067686,-1.562856824,0.063392739,2.925122957
15:47.8,0.0008363,1.511322487,1.606069431,-1.507545595,0.063392749,2.930641688
04:27.9,0.0008342,1.467039993,1.606069431,-1.463275318,0.063392756,2.93499803
32:22.7,0.0008316,1.420207574,1.606071176,-1.416456861,0.063392765,2.939645842
41:48.1,0.000829,1.380110379,1.606071176,-1.37637712,0.063392774,2.943712459
32:44.2,0.0008256,1.343708047,1.606071176,-1.339993987,0.063392783,2.947197882
00:38.9,0.0008211,1.296378209,1.606071176,-1.292692073,0.063392792,2.951845693
49:19.0,0.0008157,1.251594805,1.606072922,-1.247940086,0.063392801,2.95620378
37:59.0,0.0008102,1.207547931,1.606072922,-1.203928118,0.063392809,2.960560122
47:24.3,0.000804,1.165433136,1.606072922,-1.161849975,0.063392817,2.964628485
22:07.0,0.000801,1.144960424,1.606072922,-1.141394716,0.06339282,2.966661793
29:16.3,0.0007928,1.093530807,1.606072922,-1.090015714,0.06339283,2.97159933
17:56.3,0.0007852,1.04817319,1.606072922,-1.044706966,0.063392835,2.975957417
22:49.6,0.0007744,0.987533471,1.606074667,-0.984135315,0.063392841,2.981767618
53:00.2,0.0007663,0.947944167,1.606074667,-0.94459488,0.063392843,2.98554451
25:26.8,0.0007604,0.916983772,1.606072922,-0.913671137,0.063392846,2.988448738
14:06.8,0.000751,0.870631317,1.606072922,-0.867378024,0.063392847,2.992806826
00:30.7,0.000739,0.814494547,1.606071176,-0.811314557,0.063392847,2.998034087
28:25.3,0.0007272,0.763981228,1.606071176,-0.760869306,0.063392846,3.002681898
37:50.6,0.0007175,0.719925627,1.606069431,-0.716874792,0.063392847,3.006748516
10:17.2,0.0007094,0.687411889,1.606069431,-0.684406432,0.063392848,3.009652743
35:55.8,0.0006947,0.626070547,1.606067686,-0.623152356,0.06339285,3.015171475
08:22.4,0.0006864,0.592975613,1.606067686,-0.590104547,0.063392853,3.018075702
54:46.3,0.0006713,0.534151036,1.60606594,-0.531363745,0.063392859,3.023302964
22:40.9,0.0006573,0.479754359,1.60606594,-0.477042118,0.063392864,3.027950775
11:20.8,0.0006439,0.42743986,1.60606594,-0.424800923,0.063392871,3.032305372
25:18.1,0.0006361,0.398949106,1.606064195,-0.39635031,0.063392876,3.03463015
13:58.0,0.0006225,0.345442547,1.606064195,-0.342917055,0.063392884,3.038986492
02:37.9,0.0006082,0.290208112,1.606064195,-0.287755924,0.063392892,3.043342834
09:47.1,0.0005919,0.227367532,1.606064195,-0.22499563,0.063392905,3.048278625
58:26.9,0.000577,0.16989384,1.60606245,-0.167593496,0.063392915,3.052634967
47:06.8,0.0005624,0.109905128,1.60606245,-0.107676343,0.063392923,3.056989563
38:02.8,0.0005485,0.063484606,1.606060704,-0.061309926,0.063392656,3.060476731
24:27.0,0.0005296,6.272160062,1.606060704,-6.270065667,0.063392661,3.065702247
17:39.1,0.0005208,6.234012401,1.606058959,-6.231958148,0.063392664,3.06831675
22:32.7,0.0005008,6.145791243,1.606057214,-6.143822512,0.06339268,3.074123461
54:59.5,0.0004913,6.100311453,1.606055468,-6.09838461,0.063392684,3.077027689
43:39.7,0.0004768,6.030552389,1.606053723,-6.028686632,0.06339269,3.081382285
30:03.9,0.0004599,5.945006821,1.606053723,-5.943207386,0.063392694,3.086609546
21:00.0,0.0004487,5.885257219,1.606051978,-5.883497927,0.063392698,3.090093223
30:25.5,0.0004362,5.814855873,1.606050232,-5.813143705,0.063392701,3.094158095
00:36.3,0.0004249,5.746601282,1.606050232,-5.744929257,0.063392701,3.097931497
49:16.4,0.0004127,5.66490242,1.606046742,-5.663275773,0.063392703,3.102286094
14:55.3,0.000398,5.557283673,1.606044996,-5.555705895,0.063392703,3.107801334
40:34.2,0.0003849,5.44650588,1.606043251,-5.44496999,0.063392704,3.113316574
36:02.3,0.0003808,5.410606202,1.606041506,-5.40908253,0.063392706,3.115058413
45:27.8,0.0003726,5.322948786,1.60603976,-5.321453039,0.063392706,3.119121539
15:38.6,0.0003657,5.239832716,1.60603627,-5.238357913,0.063392708,3.122893196
43:33.5,0.0003587,5.135842509,1.606034524,-5.134390395,0.063392713,3.127537517
29:57.7,0.0003525,5.015756875,1.606032779,-5.01432396,0.063392718,3.132759542
18:37.9,0.0003493,4.912454327,1.606031034,-4.911031884,0.063392725,3.137112393
46:32.7,0.0003478,4.801727149,1.606029288,-4.800311687,0.063392734,3.141754969
39:44.8,0.0003474,4.739272287,1.606027543,-4.737860315,0.06339274,3.144365982
26:09.0,0.0003483,4.61492805,1.606025798,-4.613514333,0.063392751,3.149588007
54:03.8,0.0003515,4.504309082,1.606024052,-4.502890129,0.063392762,3.154230583
03:29.3,0.0003558,4.410192202,1.606022307,-4.408764522,0.06339277,3.158290219
52:09.4,0.0003618,4.309828788,1.606020562,-4.308387146,0.063392781,3.162641324
24:36.1,0.0003666,4.24617314,1.606018816,-4.244721026,0.063392789,3.165542062
11:00.2,0.0003762,4.131073912,1.606017071,-4.129595618,0.063392798,3.170762341
38:55.0,0.0003869,4.033003861,1.606015326,-4.031497642,0.063392807,3.175403172
27:35.1,0.0003976,3.943992069,1.60601358,-3.942456179,0.063392814,3.179754278
20:47.1,0.0004042,3.892557216,1.60601009,-3.891000382,0.063392817,3.18236529
30:12.5,0.0004159,3.814664917,1.606008344,-3.813076667,0.063392821,3.186424926
55:51.3,0.0004312,3.710681691,1.606006599,-3.709037591,0.063392825,3.191934931
23:46.0,0.0004448,3.626816875,1.606003108,-3.625123906,0.063392831,3.196574016
37:43.4,0.0004515,3.586325236,1.606001363,-3.584606087,0.063392833,3.198895304
42:36.8,0.0004708,3.48880671,1.605999618,-3.487019492,0.063392835,3.204693287
15:03.5,0.0004802,3.442124388,1.605996127,-3.440298774,0.063392838,3.207592279
01:27.6,0.0004982,3.359380074,1.605994382,-3.357486391,0.063392839,3.212812559
10:53.0,0.0005116,3.295809946,1.605992636,-3.293858668,0.063392841,3.21687045
59:33.1,0.0005265,3.231377626,1.605990891,-3.229363516,0.063392844,3.221218065
06:42.5,0.0005435,3.159628886,1.605987401,-3.157539727,0.063392848,3.226145129
36:53.2,0.0005565,3.106782062,1.60598391,-3.104633561,0.063392851,3.229913295
25:33.3,0.0005712,3.04751068,1.605982165,-3.045295857,0.063392855,3.234259165
39:30.7,0.0005791,3.017258888,1.605978674,-3.015005668,0.063392858,3.236576962
23:38.8,0.0005996,2.938157076,1.605976929,-2.935806117,0.063392867,3.242662925
16:50.8,0.0006081,2.904646754,1.605975183,-2.902253908,0.063392873,3.245270447
05:30.8,0.0006222,2.849845161,1.605971693,-2.847379011,0.063392881,3.249616317
54:10.8,0.0006362,2.797021026,1.605969947,-2.794483317,0.06339289,3.253962187
40:34.9,0.0006526,2.734824473,1.605968202,-2.732199498,0.063392901,3.259177231
52:16.2,0.0006624,2.69735749,1.605966457,-2.694678409,0.063392909,3.262362457
57:09.5,0.0006797,2.629846409,1.605962966,-2.627071335,0.063392924,3.268155204
43:33.4,0.0007072,2.500260948,1.60595773,-2.497464931,0.063392904,3.273373739
39:01.4,0.0007,2.551854626,1.605959475,-2.548967851,0.063392936,3.275106851
29:57.4,0.0007092,2.513490544,1.60595773,-2.510547919,0.063392941,3.278581801
14:05.2,0.0007252,2.447717811,1.605955985,-2.444682683,0.063392951,3.284664274
18:58.4,0.0007407,2.384327452,1.605952494,-2.381201568,0.063392955,3.290455276
28:23.7,0.0007501,2.340044959,1.605950749,-2.336857987,0.063392959,3.294509676
37:48.9,0.0007596,2.297088915,1.605947258,-2.293844348,0.06339296,3.298562331
14:47.6,0.0007622,2.284986802,1.605947258,-2.281724782,0.063392962,3.299721229
40:26.4,0.000772,2.225230219,1.605943767,-2.22189664,0.06339279,3.305222507
08:21.2,0.0007819,2.17784453,1.605942022,-2.17445161,0.06339279,3.309854611
22:18.6,0.0007863,2.15348497,1.605938531,-2.150062379,0.063392792,3.312170663
10:58.7,0.0007943,2.108336792,1.605936786,-2.104861842,0.063392795,3.316513042
15:52.2,0.0008042,2.047873351,1.605935041,-2.044335569,0.063392797,3.322302299
46:03.0,0.0008097,2.009519741,1.605933295,-2.005945307,0.063392801,3.326065229
55:28.4,0.0008156,1.967434617,1.605933295,-1.963821785,0.063392805,3.330116138
44:08.6,0.0008211,1.922963627,1.605929805,-1.919314144,0.063392812,3.334458517
32:48.6,0.0008261,1.878497874,1.605928059,-1.874815229,0.063392815,3.338799151
00:43.4,0.0008299,1.831920272,1.605926314,-1.828207957,0.063392824,3.34342951
10:08.8,0.0008332,1.790852675,1.605922823,-1.787119416,0.063392831,3.347480419
03:20.8,0.000835,1.764300981,1.605921078,-1.760553759,0.063392837,3.35008445
08:14.2,0.0008378,1.706469496,1.605919333,-1.70270133,0.063392849,3.355870217
56:54.2,0.0008386,1.663400006,1.605917587,-1.659623114,0.063392859,3.360209105
45:34.2,0.0008394,1.619426436,1.605915842,-1.615642562,0.063392869,3.364549739
59:31.5,0.0008393,1.5961228,1.605914097,-1.592338926,0.063392874,3.366864045
25:10.1,0.0008384,1.540872657,1.605914097,-1.537088783,0.063392885,3.372360087
34:35.4,0.0008368,1.500227429,1.605912351,-1.496452282,0.063392891,3.376409251
02:30.0,0.0008342,1.454613249,1.605910606,-1.450848574,0.063392903,3.381037864
55:41.9,0.0008329,1.428293684,1.605908861,-1.424537735,0.063392907,3.38364015
39:49.8,0.0008284,1.367847696,1.605907115,-1.364117927,0.063392915,3.389713896
49:15.0,0.000825,1.327289735,1.60590537,-1.323582656,0.06339292,3.39376306
03:12.3,0.0008228,1.303963409,1.60590537,-1.300268547,0.063392922,3.396077366
51:52.1,0.0008186,1.259928752,1.605903625,-1.256263561,0.063392925,3.40041451
40:32.0,0.0008132,1.216440383,1.605901879,-1.212810099,0.063392926,3.404751653
06:10.5,0.0008063,1.160315831,1.605900134,-1.156730924,0.063392929,3.410245949
34:05.0,0.0007993,1.113251282,1.605898389,-1.109711754,0.063392931,3.414872817
43:30.2,0.0007929,1.071967264,1.605896643,-1.068469624,0.063392933,3.418920236
36:42.2,0.0007881,1.046340595,1.605894898,-1.04287088,0.063392786,3.421519031
41:35.6,0.0007762,0.985664223,1.605894898,-0.982264322,0.063392775,3.427304797
32:31.7,0.00077,0.94954987,1.605893153,-0.946191857,0.063392778,3.430774512
39:41.1,0.0007602,0.897465755,1.605893153,-0.894170573,0.063392785,3.435689359
28:21.1,0.0007503,0.851910916,1.605891407,-0.848675075,0.063392793,3.440026502
17:01.1,0.0007399,0.805638747,1.605891407,-0.802465738,0.063392802,3.444363646
10:13.1,0.0007337,0.777319034,1.605891407,-0.774184423,0.063392805,3.446965931
35:51.8,0.0007193,0.71747693,1.605889662,-0.714426095,0.063392818,3.452458483
24:31.8,0.000708,0.66868276,1.605889662,-0.665699993,0.063392828,3.456795626
38:29.1,0.0007014,0.642919955,1.605889662,-0.639973839,0.063392834,3.459108187
24:53.1,0.000687,0.583250639,1.605887917,-0.580388299,0.063392844,3.464311014
55:03.7,0.0006757,0.539661041,1.605887917,-0.536861533,0.063392855,3.468070453
02:12.9,0.0006599,0.48211579,1.605886171,-0.479398312,0.063392867,3.472983555
30:07.5,0.0006451,0.426610829,1.605886171,-0.423971891,0.063392876,3.477608677
18:47.4,0.0006313,0.373954246,1.605886171,-0.371388612,0.063392884,3.481944075
07:27.2,0.0006171,0.319906635,1.605886171,-0.317414304,0.063392894,3.486281218
00:39.2,0.0006086,0.287584882,1.605886171,-0.28513444,0.063392896,3.488881759
47:03.0,0.00059,0.220471736,1.605886171,-0.218108561,0.063392906,3.494084585
14:57.5,0.0005743,0.16037656,1.605886171,-0.158086688,0.063392911,3.498709708
40:36.0,0.000555,0.086926123,1.605884426,-0.084723518,0.063392917,3.504200514
17:34.6,0.0005512,0.071268775,1.605884426,-0.069085368,0.063392918,3.505357667
22:27.7,0.00053,6.273847796,1.605884426,-6.271751655,0.063392921,3.511138197
11:07.5,0.0005146,6.212251636,1.605884426,-6.210220072,0.063392924,3.515473595
20:32.7,0.0004997,6.1522158,1.605884426,-6.150240087,0.063392925,3.519521014
13:44.6,0.0004919,6.114021015,1.605884426,-6.112081954,0.063392926,3.522121554
02:24.5,0.0004766,6.04664956,1.605884426,-6.04476635,0.063392928,3.526456952
09:33.6,0.0004595,5.9682197,1.605884426,-5.966399321,0.06339293,3.531370054
39:44.2,0.0004465,5.904860757,1.605884426,-5.903084012,0.063392934,3.535127748
05:22.6,0.0004287,5.810311036,1.605884426,-5.808597122,0.06339294,3.540620299
19:19.9,0.0004221,5.768859466,1.605884426,-5.767168242,0.063392943,3.54293286
05:43.7,0.0004066,5.673170044,1.605886171,-5.671529435,0.063392951,3.548135687
54:23.5,0.0003949,5.588451762,1.605887917,-5.586851296,0.063392961,3.55247283
43:03.3,0.0003836,5.500771657,1.605889662,-5.499206096,0.063392972,3.556808228
31:43.1,0.000374,5.409380981,1.605891407,-5.407848582,0.063392982,3.561145371
59:37.6,0.000364,5.308952991,1.605891407,-5.307448517,0.063392996,3.565770494
09:02.7,0.0003567,5.216710594,1.605893153,-5.21522881,0.063393006,3.569817912
57:42.5,0.0003504,5.118041896,1.605894898,-5.11657931,0.063393015,3.574155055
30:09.0,0.0003469,5.050260289,1.605894898,-5.048808175,0.063393022,3.577047066
16:32.6,0.0003427,4.925582694,1.605896643,-4.924146288,0.063393033,3.582251638
44:27.0,0.0003404,4.814258613,1.605896643,-4.812827443,0.063393041,3.58687676
53:52.1,0.0003399,4.714975558,1.605898389,-4.713549624,0.063393049,3.590925924
03:17.3,0.0003375,4.610213915,1.605900134,-4.608779255,0.063392812,3.594973343
56:29.3,0.0003397,4.550288035,1.605898389,-4.548851629,0.063392821,3.597575629
01:22.7,0.0003438,4.405945816,1.605901879,-4.404495447,0.063392821,3.60335965
29:17.4,0.0003493,4.300674536,1.605903625,-4.29920846,0.063392828,3.607986518
59:28.1,0.0003548,4.212905419,1.605903625,-4.211420144,0.063392831,3.611745957
48:08.2,0.0003626,4.114704469,1.60590537,-4.113196504,0.063392835,3.6160831
02:05.5,0.0003668,4.063438913,1.60590537,-4.06191524,0.063392836,3.618395661
06:58.9,0.0003799,3.93959384,1.605908861,-3.938030025,0.063392839,3.624179682
37:09.7,0.0003888,3.861853384,1.605910606,-3.860258153,0.06339284,3.627940867
25:49.7,0.0004007,3.774494419,1.605910606,-3.772860791,0.063392843,3.63227801
32:59.1,0.0004143,3.679899319,1.605912351,-3.678215076,0.063392848,3.637194603
42:24.5,0.0004267,3.605171302,1.605914097,-3.603445171,0.06339285,3.641245512
56:21.9,0.0004335,3.564220641,1.605915842,-3.562468331,0.063392853,3.643559818
01:15.3,0.0004525,3.464733383,1.605919333,-3.462913005,0.063392861,3.649345585
29:10.0,0.0004675,3.388472967,1.605921078,-3.386593247,0.063392868,3.653974198
38:35.3,0.0004813,3.324735288,1.605922823,-3.322803209,0.063392875,3.658025107
52:32.7,0.0004888,3.289409824,1.605924569,-3.287444583,0.063392881,3.660339414
57:26.0,0.0005089,3.203127727,1.605928059,-3.201082201,0.063392893,3.666126926
25:20.7,0.0005247,3.136539925,1.60593155,-3.134426332,0.063392904,3.670757284
14:00.7,0.0005398,3.076605319,1.605935041,-3.074425403,0.063392913,3.675099663
23:26.0,0.0005537,3.021622211,1.605938531,-3.019381209,0.063392922,3.679150573
32:51.3,0.0005677,2.968026641,1.605940277,-2.965722806,0.063392931,3.683203227
26:03.2,0.0005766,2.934511083,1.605942022,-2.932165361,0.063392937,3.685809004
14:43.2,0.0005911,2.878826353,1.605943767,-2.876410818,0.063392944,3.690151383
19:36.4,0.0006103,2.807178842,1.605947258,-2.804669059,0.063392952,3.69594064
49:47.0,0.0006228,2.761337769,1.605949003,-2.758765154,0.063392955,3.69970357
17:41.6,0.0006375,2.705757759,1.605950749,-2.703110095,0.063392959,3.704337419
27:06.8,0.0006504,2.657897341,1.605954239,-2.655183354,0.063392962,3.708391819
15:46.7,0.0006636,2.607253122,1.605955985,-2.604467576,0.063392964,3.712734198
25:12.0,0.0006761,2.560661557,1.605959475,-2.557811435,0.063392964,3.716788598
55:22.5,0.0006871,2.518155809,1.605961221,-2.5152446,0.063392974,3.720553273
23:17.1,0.0007003,2.46565805,1.605964711,-2.462671792,0.063392976,3.725187122
11:57.0,0.0007119,2.417429367,1.605966457,-2.414376786,0.063392979,3.729531247
44:23.6,0.0007202,2.385617251,1.605969947,-2.382521037,0.063392975,3.732428493
30:47.5,0.0007331,2.328981316,1.605971693,-2.325806563,0.063392978,3.737643537
03:14.1,0.0007406,2.297047027,1.605975183,-2.293830385,0.063392982,3.740539038
08:07.3,0.0007537,2.235288552,1.605978674,-2.231991625,0.063392987,3.746333531
56:47.1,0.000763,2.189143791,1.605980419,-2.185791014,0.063392992,3.750679401
06:12.3,0.0007715,2.146896352,1.60598391,-2.14349296,0.063392999,3.754737292
15:37.5,0.0007792,2.104680328,1.605987401,-2.101229812,0.063393006,3.758793437
43:32.0,0.0007872,2.056620941,1.605990891,-2.053121556,0.063393014,3.763432522
18:14.6,0.0007902,2.035923082,1.605992636,-2.032401007,0.063393019,3.765460595
06:54.4,0.000797,1.991326429,1.605996127,-1.987764212,0.063393029,3.76980821
32:32.8,0.0008045,1.935528253,1.605999618,-1.931917166,0.063393043,3.775316469
00:27.2,0.0008099,1.888722013,1.606004854,-1.885074275,0.063393053,3.779955554
14:24.4,0.0008124,1.865734281,1.606006599,-1.862070835,0.063393059,3.782275097
03:04.1,0.0008166,1.822354123,1.60601009,-1.818664497,0.063393068,3.786626203
28:42.4,0.0008203,1.766938173,1.606015326,-1.763222367,0.06339308,3.792136207
56:36.7,0.0008232,1.72069742,1.606018816,-1.716962416,0.063393086,3.796777037
45:16.6,0.0008209,1.676594695,1.606022307,-1.672854455,0.063392665,3.801126398
36:12.8,0.000822,1.642476999,1.606024052,-1.638729777,0.06339267,3.80460833
08:39.7,0.0008228,1.613919922,1.606025798,-1.610169209,0.063392673,3.807509067
57:19.9,0.0008235,1.570429808,1.606029288,-1.566675604,0.063392674,3.811860173
02:13.5,0.0008232,1.513135884,1.606032779,-1.509385172,0.063392677,3.817663393
50:53.8,0.0008226,1.469945967,1.606034524,-1.466202235,0.063392678,3.822016244
39:34.0,0.0008214,1.426888694,1.606038015,-1.42315718,0.063392682,3.826369095
48:59.6,0.00082,1.386695507,1.606041506,-1.382977955,0.063392683,3.830432221
37:39.8,0.0008174,1.343261243,1.606044996,-1.339561145,0.063392686,3.834785073
10:06.6,0.0008154,1.314552322,1.606046742,-1.310869677,0.063392688,3.837687555
40:17.4,0.0008122,1.277176096,1.606050232,-1.273516141,0.063392692,3.841460957
28:57.6,0.0008085,1.233687727,1.606053723,-1.230055697,0.063392699,3.845815553
36:07.2,0.000803,1.183780037,1.606057214,-1.180186404,0.063392706,3.850751345
24:47.4,0.0007976,1.139295085,1.606060704,-1.135739849,0.063392715,3.855105941
13:27.5,0.0007916,1.095059715,1.606064195,-1.091548113,0.063392725,3.859462283
41:22.3,0.0007846,1.047578033,1.60606594,-1.044113554,0.063392735,3.864108349
34:34.4,0.0007801,1.021789048,1.606069431,-1.018352495,0.06339274,3.866721107
39:27.8,0.0007697,0.960802008,1.606072922,-0.957435268,0.063392755,3.872529563
28:07.9,0.0007608,0.915095325,1.606076412,-0.911784436,0.063392767,3.87688765
42:05.3,0.0007559,0.890327358,1.606078158,-0.887046139,0.063392773,3.879212429
07:44.0,0.0007435,0.832089212,1.606083394,-0.828884787,0.063392786,3.884732905
35:38.7,0.0007329,0.783007062,1.606086884,-0.779867215,0.063392798,3.889382462
24:18.7,0.0007218,0.7353683,1.606090375,-0.732294776,0.063392808,3.893740549
38:16.0,0.0007159,0.708930053,1.60609212,-0.70589318,0.063392813,3.896067073
26:56.0,0.0007041,0.661327943,1.606095611,-0.658359138,0.063392821,3.900426906
52:34.6,0.0006892,0.600283307,1.606100847,-0.597398278,0.063392835,3.905949128
41:14.5,0.0006768,0.550771807,1.606102592,-0.547958336,0.063392841,3.91030896
29:54.5,0.000664,0.501223655,1.606106083,-0.498481742,0.063392845,3.914670538
04:37.1,0.0006581,0.477975869,1.606107828,-0.475265373,0.063392848,3.916705592
32:32.2,0.0006402,0.426088976,1.606111319,-0.423453528,0.063392502,3.921356894
00:27.3,0.0006256,0.371243749,1.606113064,-0.368685097,0.063392502,3.926009942
